email,clean_email,label
on friday NUMBER september NUMBER NUMBER NUMBER am eugen leitl wrote i don t know what exactly is wrong but something is definitely wrong this is way too important to be left to just our intuition of what is right and what is wrong this is one of those formally difficult points from a philosophy perspective you can t really throw out intuition and emotion because reason really only gets you answers that reflect the genome and the ancestral environment going forward requires creativity and experiment eirikur ,friday number september number number number eugen leitl wrote know exactly wrong something definitely wrong way important left intuition right wrong one formally difficult points philosophy perspective really throw intuition emotion reason really gets answers reflect genome ancestral environment going forward requires creativity experiment eirikur,0.0
if it s unwritten how m i supposed to know unless someone calls me up and tells me hint hint lol well i reckon it s a written rule now since it s on the internet in text format w your name attached but then again when have i ever followed any damned rules c on sat NUMBER sep NUMBER geege schuman wrote unwritten rule NUMBER gg original message from fork admin URL mailto fork admin URL on behalf of cdale sent friday september NUMBER NUMBER NUMBER NUMBER pm to geege schuman cc bitbitch URL adam l beberg fork URL subject re re NUMBER selling wedded bliss was re ouch why should i c on fri NUMBER sep NUMBER geege schuman wrote quitcherbraggin gg original message from fork admin URL mailto fork admin URL on behalf of cdale sent friday september NUMBER NUMBER NUMBER NUMBER am to bitbitch URL cc adam l beberg fork URL subject re NUMBER selling wedded bliss was re ouch i dunno bb women who like to be thought of this way should have the right to choose to be treated this way men too ahem my boy cleans washes clothes cooks fixes stuff etc and works the same number of hours i do sometimes more if he has to catch up with me i close him because he is industrious and creative and because he unfailingly makes my bed the minute i get out of it and boy NUMBER will be here soon to help boy NUMBER with other things such as pedicures backrubs and sure fucking lol along with the aforementioned chores adam can have his cake and eat it too if he can only find the right girl who has the same beliefs about gender roles that he has of course he has no clue where to look so we will be constantly laughing at him while he stumbles around in the dark cindy p s the numbers do not in any way indicate importance or favor only the order in which they move into my house smiles at chris p s NUMBER i m moving going to new orleans can t handle any more cab driving the summer sucked here on the ms gulf coast instead of rocking like it normally does wish me luck i m going to look for another computer job le sigh on thu NUMBER sep NUMBER bitbitch URL wrote hello adam thursday september NUMBER NUMBER NUMBER NUMBER NUMBER pm you wrote alb so you re saying that product bundling works good point sometimes i wish i was still in ca you deserve a good beating every so often anyone else want to do the honors alb and how is this any different from normal marriage exactly other then alb that the woman not only gets a man but one in a country where both she and alb her offspring will have actual opportunities oh and the lack of alb de feminized over sized self centered mercenary minded choices mmkay for the nth time adam we don t live in the land of adam fantasy women actually are allowed to do things productive independent and entirely free of their male counterparts they aren t forced to cook and clean and merely be sexual vessels sometimes and this will come as a shock to you no doubt men and women even find love which is the crucial distinction between this system and they marry one another for the satisfaction of being together i know far fetched and idealistically crazy as it is but such things do happen i can guarantee you if my mother was approached by my father and NUMBER years ago he commented on her cleaning ability as a motivator for marrying her we would not be having this conversation now if guys still have silly antequated ideas about women s role then their opportunities for finding women _will_ be scarce again these situations are great provided everyone is aware that the relationship is a contractual one he wants a maid a dog and a prostitute he doesn t have to pay and she wants a country that isn t impoverished and teeming with aids a contract versus a true love interest marriage egh i really need to stop analyzing your posts to this extent i blame law school and my cat bb alb adam l duncan beberg alb URL alb beberg URL i don t take no stocks in mathematics anyway huckleberry finn i don t take no stocks in mathematics anyway huckleberry finn i don t take no stocks in mathematics anyway huckleberry finn ,unwritten supposed know unless someone calls tells hint hint lol well reckon written rule since internet text format w name attached ever followed damned rules c sat number sep number geege schuman wrote unwritten rule number gg original message fork admin url mailto fork admin url behalf cdale sent friday september number number number number pm geege schuman cc bitbitch url adam l beberg fork url subject number selling wedded bliss ouch c fri number sep number geege schuman wrote quitcherbraggin gg original message fork admin url mailto fork admin url behalf cdale sent friday september number number number number bitbitch url cc adam l beberg fork url subject number selling wedded bliss ouch dunno bb women like thought way right choose treated way men ahem boy cleans washes clothes cooks fixes stuff etc works number hours sometimes catch close industrious creative unfailingly makes bed minute get boy number soon help boy number things pedicures backrubs sure fucking lol along aforementioned chores adam cake eat find right girl beliefs gender roles course clue look constantly laughing stumbles around dark cindy p numbers way indicate importance favor order move house smiles chris p number moving going new orleans handle cab driving summer sucked ms gulf coast instead rocking like normally wish luck going look another computer job le sigh thu number sep number bitbitch url wrote hello adam thursday september number number number number number pm wrote alb saying product bundling works good point sometimes wish still ca deserve good beating every often anyone else want honors alb different normal marriage exactly alb woman gets man one country alb offspring actual opportunities oh lack alb de feminized sized self centered mercenary minded choices mmkay nth time adam live land adam fantasy women actually allowed things productive independent entirely free male counterparts forced cook clean merely sexual vessels sometimes come shock doubt men women even find love crucial distinction system marry one another satisfaction together know far fetched idealistically crazy things happen guarantee mother approached father number years ago commented cleaning ability motivator marrying would conversation guys still silly antequated ideas women role opportunities finding women _will_ scarce situations great provided everyone aware relationship contractual one wants maid dog prostitute pay wants country impoverished teeming aids contract versus true love interest marriage egh really need stop analyzing posts extent blame law school cat bb alb adam l duncan beberg alb url alb beberg url take stocks mathematics anyway huckleberry finn take stocks mathematics anyway huckleberry finn take stocks mathematics anyway huckleberry finn,0.0
cdale urled thusly URL the assumption that females of all species tend to be less promiscuous than males simply does not fit the facts hrdy contended well duh it is perfectly obvious that heterosexual promiscuity is exactly precisely identical between males and females of course the shapes of the distributions may differ r ,cdale urled thusly url assumption females species tend less promiscuous males simply fit facts hrdy contended well duh perfectly obvious heterosexual promiscuity exactly precisely identical males females course shapes distributions may differ r,0.0
robert harley it is perfectly obvious that heterosexual promiscuity is exactly precisely identical between males and females yeah assuming approximately equal populations but that obscures the different modes of promiscuity both the person who gives sex for money or power or companionship and the person who uses money and power and companionship to get sex are promiscuous in the broadest sense of the word but their motives and behavior are quite different langur monkeys were the example in the cited article dominant males kill babies that are not their own the dominant male monkey seeks to defend his harem of females but cozying up to the current dominant male isn t the best strategy for female langurs because dominant males are dethroned by rivals every NUMBER months or so by mating with as many extra group males as possible female langurs ensure their offspring against infanticide by the male who is likely next to rule the roost maybe it s just me but that doesn t paint a picture of carefree females engaged in joyously promiscuous couplings the dom cab driver who is taking her two boy toys to new orleans is a better picture of that _________________________________________________________________ chat with friends online try msn messenger URL ,robert harley perfectly obvious heterosexual promiscuity exactly precisely identical males females yeah assuming approximately equal populations obscures different modes promiscuity person gives sex money power companionship person uses money power companionship get sex promiscuous broadest sense word motives behavior quite different langur monkeys example cited article dominant males kill babies dominant male monkey seeks defend harem females cozying current dominant male best strategy female langurs dominant males dethroned rivals every number months mating many extra group males possible female langurs ensure offspring infanticide male likely next rule roost maybe paint picture carefree females engaged joyously promiscuous couplings dom cab driver taking two boy toys new orleans better picture _________________________________________________________________ chat friends online try msn messenger url,0.0
unwritten rule NUMBER gg original message from fork admin URL mailto fork admin URL on behalf of cdale sent friday september NUMBER NUMBER NUMBER NUMBER pm to geege schuman cc bitbitch URL adam l beberg fork URL subject re re NUMBER selling wedded bliss was re ouch why should i c on fri NUMBER sep NUMBER geege schuman wrote quitcherbraggin gg original message from fork admin URL mailto fork admin URL on behalf of cdale sent friday september NUMBER NUMBER NUMBER NUMBER am to bitbitch URL cc adam l beberg fork URL subject re NUMBER selling wedded bliss was re ouch i dunno bb women who like to be thought of this way should have the right to choose to be treated this way men too ahem my boy cleans washes clothes cooks fixes stuff etc and works the same number of hours i do sometimes more if he has to catch up with me i close him because he is industrious and creative and because he unfailingly makes my bed the minute i get out of it and boy NUMBER will be here soon to help boy NUMBER with other things such as pedicures backrubs and sure fucking lol along with the aforementioned chores adam can have his cake and eat it too if he can only find the right girl who has the same beliefs about gender roles that he has of course he has no clue where to look so we will be constantly laughing at him while he stumbles around in the dark cindy p s the numbers do not in any way indicate importance or favor only the order in which they move into my house smiles at chris p s NUMBER i m moving going to new orleans can t handle any more cab driving the summer sucked here on the ms gulf coast instead of rocking like it normally does wish me luck i m going to look for another computer job le sigh on thu NUMBER sep NUMBER bitbitch URL wrote hello adam thursday september NUMBER NUMBER NUMBER NUMBER NUMBER pm you wrote alb so you re saying that product bundling works good point sometimes i wish i was still in ca you deserve a good beating every so often anyone else want to do the honors alb and how is this any different from normal marriage exactly other then alb that the woman not only gets a man but one in a country where both she and alb her offspring will have actual opportunities oh and the lack of alb de feminized over sized self centered mercenary minded choices mmkay for the nth time adam we don t live in the land of adam fantasy women actually are allowed to do things productive independent and entirely free of their male counterparts they aren t forced to cook and clean and merely be sexual vessels sometimes and this will come as a shock to you no doubt men and women even find love which is the crucial distinction between this system and they marry one another for the satisfaction of being together i know far fetched and idealistically crazy as it is but such things do happen i can guarantee you if my mother was approached by my father and NUMBER years ago he commented on her cleaning ability as a motivator for marrying her we would not be having this conversation now if guys still have silly antequated ideas about women s role then their opportunities for finding women _will_ be scarce again these situations are great provided everyone is aware that the relationship is a contractual one he wants a maid a dog and a prostitute he doesn t have to pay and she wants a country that isn t impoverished and teeming with aids a contract versus a true love interest marriage egh i really need to stop analyzing your posts to this extent i blame law school and my cat bb alb adam l duncan beberg alb URL alb beberg URL i don t take no stocks in mathematics anyway huckleberry finn i don t take no stocks in mathematics anyway huckleberry finn ,unwritten rule number gg original message fork admin url mailto fork admin url behalf cdale sent friday september number number number number pm geege schuman cc bitbitch url adam l beberg fork url subject number selling wedded bliss ouch c fri number sep number geege schuman wrote quitcherbraggin gg original message fork admin url mailto fork admin url behalf cdale sent friday september number number number number bitbitch url cc adam l beberg fork url subject number selling wedded bliss ouch dunno bb women like thought way right choose treated way men ahem boy cleans washes clothes cooks fixes stuff etc works number hours sometimes catch close industrious creative unfailingly makes bed minute get boy number soon help boy number things pedicures backrubs sure fucking lol along aforementioned chores adam cake eat find right girl beliefs gender roles course clue look constantly laughing stumbles around dark cindy p numbers way indicate importance favor order move house smiles chris p number moving going new orleans handle cab driving summer sucked ms gulf coast instead rocking like normally wish luck going look another computer job le sigh thu number sep number bitbitch url wrote hello adam thursday september number number number number number pm wrote alb saying product bundling works good point sometimes wish still ca deserve good beating every often anyone else want honors alb different normal marriage exactly alb woman gets man one country alb offspring actual opportunities oh lack alb de feminized sized self centered mercenary minded choices mmkay nth time adam live land adam fantasy women actually allowed things productive independent entirely free male counterparts forced cook clean merely sexual vessels sometimes come shock doubt men women even find love crucial distinction system marry one another satisfaction together know far fetched idealistically crazy things happen guarantee mother approached father number years ago commented cleaning ability motivator marrying would conversation guys still silly antequated ideas women role opportunities finding women _will_ scarce situations great provided everyone aware relationship contractual one wants maid dog prostitute pay wants country impoverished teeming aids contract versus true love interest marriage egh really need stop analyzing posts extent blame law school cat bb alb adam l duncan beberg alb url alb beberg url take stocks mathematics anyway huckleberry finn take stocks mathematics anyway huckleberry finn,0.0
cdale is a double chocolate chip macadamia to my vanilla wafer wait maybe i m a ginger snap cough gg original message from fork admin URL mailto fork admin URL on behalf of russell turpin sent saturday september NUMBER NUMBER NUMBER NUMBER am to fork URL subject re selling wedded bliss was re ouch robert harley it is perfectly obvious that heterosexual promiscuity is exactly precisely identical between males and females yeah assuming approximately equal populations but that obscures the different modes of promiscuity both the person who gives sex for money or power or companionship and the person who uses money and power and companionship to get sex are promiscuous in the broadest sense of the word but their motives and behavior are quite different langur monkeys were the example in the cited article dominant males kill babies that are not their own the dominant male monkey seeks to defend his harem of females but cozying up to the current dominant male isn t the best strategy for female langurs because dominant males are dethroned by rivals every NUMBER months or so by mating with as many extra group males as possible female langurs ensure their offspring against infanticide by the male who is likely next to rule the roost maybe it s just me but that doesn t paint a picture of carefree females engaged in joyously promiscuous couplings the dom cab driver who is taking her two boy toys to new orleans is a better picture of that _________________________________________________________________ chat with friends online try msn messenger URL ,cdale double chocolate chip macadamia vanilla wafer wait maybe ginger snap cough gg original message fork admin url mailto fork admin url behalf russell turpin sent saturday september number number number number fork url subject selling wedded bliss ouch robert harley perfectly obvious heterosexual promiscuity exactly precisely identical males females yeah assuming approximately equal populations obscures different modes promiscuity person gives sex money power companionship person uses money power companionship get sex promiscuous broadest sense word motives behavior quite different langur monkeys example cited article dominant males kill babies dominant male monkey seeks defend harem females cozying current dominant male best strategy female langurs dominant males dethroned rivals every number months mating many extra group males possible female langurs ensure offspring infanticide male likely next rule roost maybe paint picture carefree females engaged joyously promiscuous couplings dom cab driver taking two boy toys new orleans better picture _________________________________________________________________ chat friends online try msn messenger url,0.0
hah i guess she doesn t want everyone to know about all the kinky sex she and i have had lol c on sat NUMBER sep NUMBER geege schuman wrote cdale is a double chocolate chip macadamia to my vanilla wafer wait maybe i m a ginger snap cough gg original message from fork admin URL mailto fork admin URL on behalf of russell turpin sent saturday september NUMBER NUMBER NUMBER NUMBER am to fork URL subject re selling wedded bliss was re ouch robert harley it is perfectly obvious that heterosexual promiscuity is exactly precisely identical between males and females yeah assuming approximately equal populations but that obscures the different modes of promiscuity both the person who gives sex for money or power or companionship and the person who uses money and power and companionship to get sex are promiscuous in the broadest sense of the word but their motives and behavior are quite different langur monkeys were the example in the cited article dominant males kill babies that are not their own the dominant male monkey seeks to defend his harem of females but cozying up to the current dominant male isn t the best strategy for female langurs because dominant males are dethroned by rivals every NUMBER months or so by mating with as many extra group males as possible female langurs ensure their offspring against infanticide by the male who is likely next to rule the roost maybe it s just me but that doesn t paint a picture of carefree females engaged in joyously promiscuous couplings the dom cab driver who is taking her two boy toys to new orleans is a better picture of that _________________________________________________________________ chat with friends online try msn messenger URL i don t take no stocks in mathematics anyway huckleberry finn ,hah guess want everyone know kinky sex lol c sat number sep number geege schuman wrote cdale double chocolate chip macadamia vanilla wafer wait maybe ginger snap cough gg original message fork admin url mailto fork admin url behalf russell turpin sent saturday september number number number number fork url subject selling wedded bliss ouch robert harley perfectly obvious heterosexual promiscuity exactly precisely identical males females yeah assuming approximately equal populations obscures different modes promiscuity person gives sex money power companionship person uses money power companionship get sex promiscuous broadest sense word motives behavior quite different langur monkeys example cited article dominant males kill babies dominant male monkey seeks defend harem females cozying current dominant male best strategy female langurs dominant males dethroned rivals every number months mating many extra group males possible female langurs ensure offspring infanticide male likely next rule roost maybe paint picture carefree females engaged joyously promiscuous couplings dom cab driver taking two boy toys new orleans better picture _________________________________________________________________ chat friends online try msn messenger url take stocks mathematics anyway huckleberry finn,0.0
oh well uh thank you russell lol i think c on sat NUMBER sep NUMBER russell turpin wrote robert harley it is perfectly obvious that heterosexual promiscuity is exactly precisely identical between males and females yeah assuming approximately equal populations but that obscures the different modes of promiscuity both the person who gives sex for money or power or companionship and the person who uses money and power and companionship to get sex are promiscuous in the broadest sense of the word but their motives and behavior are quite different langur monkeys were the example in the cited article dominant males kill babies that are not their own the dominant male monkey seeks to defend his harem of females but cozying up to the current dominant male isn t the best strategy for female langurs because dominant males are dethroned by rivals every NUMBER months or so by mating with as many extra group males as possible female langurs ensure their offspring against infanticide by the male who is likely next to rule the roost maybe it s just me but that doesn t paint a picture of carefree females engaged in joyously promiscuous couplings the dom cab driver who is taking her two boy toys to new orleans is a better picture of that _________________________________________________________________ chat with friends online try msn messenger URL i don t take no stocks in mathematics anyway huckleberry finn ,oh well uh thank russell lol think c sat number sep number russell turpin wrote robert harley perfectly obvious heterosexual promiscuity exactly precisely identical males females yeah assuming approximately equal populations obscures different modes promiscuity person gives sex money power companionship person uses money power companionship get sex promiscuous broadest sense word motives behavior quite different langur monkeys example cited article dominant males kill babies dominant male monkey seeks defend harem females cozying current dominant male best strategy female langurs dominant males dethroned rivals every number months mating many extra group males possible female langurs ensure offspring infanticide male likely next rule roost maybe paint picture carefree females engaged joyously promiscuous couplings dom cab driver taking two boy toys new orleans better picture _________________________________________________________________ chat friends online try msn messenger url take stocks mathematics anyway huckleberry finn,0.0
definitional nit to pick robert harley writes it is perfectly obvious that heterosexual promiscuity is exactly precisely identical between males and females of course the shapes of the distributions may differ you ve redefined promiscuity above as total or average activity which seems to rob it of its common meaning activity above some specific threshold usually one or norm or involving extra or indiscriminate variety promiscuity is thus inherently a description of distributions rather than averages consider a population of NUMBER males and NUMBER females let there be three pairings which result in each person having sex once then let one of the males also have sex with the other two females sure the average number of sex acts and sex partners is equal between the sexes tautologically but here more women than men are above the single partner threshold above the overall average NUMBER NUMBER acts partners threshold above the overall median NUMBER NUMBER acts partners above the overall mode NUMBER acts partners and here women have a higher mode NUMBER and median NUMBER number of partners so in this contrived population females are more promiscuous than males unless promiscuity is defined uselessly gordon ,definitional nit pick robert harley writes perfectly obvious heterosexual promiscuity exactly precisely identical males females course shapes distributions may differ redefined promiscuity total average activity seems rob common meaning activity specific threshold usually one norm involving extra indiscriminate variety promiscuity thus inherently description distributions rather averages consider population number males number females let three pairings result person sex let one males also sex two females sure average number sex acts sex partners equal sexes tautologically women men single partner threshold overall average number number acts partners threshold overall median number number acts partners overall mode number acts partners women higher mode number median number number partners contrived population females promiscuous males unless promiscuity defined uselessly gordon,0.0
cdale i guess geege doesn t want everyone to know about all the kinky sex she and i have had yeah like i m going to believe that without seeing the photos next you ll be telling me that beberg found a job he likes _________________________________________________________________ join the world s largest e mail service with msn hotmail URL ,cdale guess geege want everyone know kinky sex yeah like going believe without seeing photos next telling beberg found job likes _________________________________________________________________ join world largest e mail service msn hotmail url,0.0
intersectedness i d be surprised if beberg ever had a blowjob he liked i mean it would have involved others less evolved others gg original message from fork admin URL mailto fork admin URL on behalf of russell turpin sent saturday september NUMBER NUMBER NUMBER NUMBER pm to fork URL subject re selling wedded bliss was re ouch cdale i guess geege doesn t want everyone to know about all the kinky sex she and i have had yeah like i m going to believe that without seeing the photos next you ll be telling me that beberg found a job he likes _________________________________________________________________ join the world s largest e mail service with msn hotmail URL ,intersectedness surprised beberg ever blowjob liked mean would involved others less evolved others gg original message fork admin url mailto fork admin url behalf russell turpin sent saturday september number number number number pm fork url subject selling wedded bliss ouch cdale guess geege want everyone know kinky sex yeah like going believe without seeing photos next telling beberg found job likes _________________________________________________________________ join world largest e mail service msn hotmail url,0.0
today a french officer called michel fournier is supposed to get in a NUMBER metre tall helium balloon ride it up to the edge of space NUMBER km altitude and jump out his fall should last NUMBER NUMBER minutes and reach speeds of mach NUMBER NUMBER he hopes to open his parachute manually at the end although with an automatic backup if he is NUMBER seconds from the ground and still hasn t opened it r obquote veder si aver si grossi li coglioni come ha il re di franza let s see if i ve got as much balls as the king of france pope julius ii NUMBER january NUMBER ,today french officer called michel fournier supposed get number metre tall helium balloon ride edge space number km altitude jump fall last number number minutes reach speeds mach number number hopes open parachute manually end although automatic backup number seconds ground still opened r obquote veder si aver si grossi li coglioni come ha il di franza let see got much balls king france pope julius ii number january number,0.0
 so uh would this qualify for the darwin awards if he doesn t make it freaking french people bb rh today a french officer called michel fournier is supposed to get in a rh NUMBER metre tall helium balloon ride it up to the edge of space NUMBER km rh altitude and jump out his fall should last NUMBER NUMBER minutes and reach rh speeds of mach NUMBER NUMBER he hopes to open his parachute manually at the rh end although with an automatic backup if he is NUMBER seconds from the rh ground and still hasn t opened it rh r rh obquote rh vederò si averò si grossi li coglioni come ha il re di franza rh let s see if i ve got as much balls as the king of france rh pope julius ii NUMBER january NUMBER best regards bitbitch mailto bitbitch URL ,uh would qualify darwin awards make freaking french people bb rh today french officer called michel fournier supposed get rh number metre tall helium balloon ride edge space number km rh altitude jump fall last number number minutes reach rh speeds mach number number hopes open parachute manually rh end although automatic backup number seconds rh ground still opened rh r rh obquote rh vederò si averò si grossi li coglioni come ha il di franza rh let see got much balls king france rh pope julius ii number january number best regards bitbitch mailto bitbitch url,0.0
on NUMBER NUMBER NUMBER NUMBER NUMBER am gary lawrence murphy garym canada com wrote j if you want a region of the globe mapped out to a very j high resolution e g NUMBER meter they can scan the area with j aircraft lidar and add it to the database thereby making that j region zoomable to the resolution of the database for that j area can you give us an example of an application where NUMBER m resolution would be worth the considerable expense an example being able to model rf propagation in three dimensions for a metro area when deploying wireless networks by having every single tree and building detail and similar you can see even tiny dead spots due to physical blockage and signal attenuation overlay this with fiber map data for yourself and your competitors when you can glean such data which is also useful at this resolution and you have a very slick way of modeling existing network deployments in excruciating detail and optimizing further deployments to maximize coverage and bandwidth take that and tie it into a slick geo physically aware real time network monitoring and management system and you ve really got something for many applications though NUMBER meter data is probably adequate james rogers jamesr URL ,number number number number number gary lawrence murphy garym canada com wrote j want region globe mapped j high resolution e g number meter scan area j aircraft lidar add database thereby making j region zoomable resolution database j area give us example application number resolution would worth considerable expense example able model rf propagation three dimensions metro area deploying wireless networks every single tree building detail similar see even tiny dead spots due physical blockage signal attenuation overlay fiber map data competitors glean data also useful resolution slick way modeling existing network deployments excruciating detail optimizing deployments maximize coverage bandwidth take tie slick geo physically aware real time network monitoring management system really got something many applications though number meter data probably adequate james rogers jamesr url,0.0
robert harley gordon mohr wrote definitional nit to pick you ve redefined promiscuity above as total or average activity i think it s clear that i m talking about averages so i m not sure why that nit needs to be picked it was clear you were talking about averages but it should be equally clear that that isn t what people mean when they use the word promiscuity which seems to rob it of its common meaning activity above some specific threshold usually one in that case promiscous is a vacuous term in modern western societies but we knew that where people average NUMBER partners or so in their adult lives not at all there are still people who only have one partner there are many more whoe only have one partner over long periods of time so it is far from vacuous to describe some people as promiscuous and others as not promiscuous especially over a set period he was promiscuous in college he is no longer promiscuous the word has a clear meaning despite your continuing tendency to gloss that meaning over with population averages consider a population of NUMBER males and NUMBER females so in this contrived population females are more promiscuous than males so NUMBER girl gets NUMBER guy NUMBER girls get NUMBER guys NUMBER guys get NUMBER girl NUMBER guy gets NUMBER girls sounds like six of one versus half a dozen of the other to me ok then consider a population of NUMBER NUMBER NUMBER NUMBER NUMBER men each pair off with NUMBER NUMBER women then NUMBER man let s call him wilt also has sex with the other NUMBER NUMBER women NUMBER NUMBER women have had more than one partner NUMBER NUMBER men have only had one partner it is now perfectly obvious that in the common meaning of the term among this contrived population that women are more promiscuous than men even though the single most promiscuous person wilt is a man promiscuity is not exactly perfectly identical between males and females except under a degenerate custom definition of promiscuity unless promiscuity is defined uselessly ain t nothin useless about averages averages are useful sure but much more so if called by their actual name rather than conflated with another concept gordon ,robert harley gordon mohr wrote definitional nit pick redefined promiscuity total average activity think clear talking averages sure nit needs picked clear talking averages equally clear people mean use word promiscuity seems rob common meaning activity specific threshold usually one case promiscous vacuous term modern western societies knew people average number partners adult lives still people one partner many whoe one partner long periods time far vacuous describe people promiscuous others promiscuous especially set period promiscuous college longer promiscuous word clear meaning despite continuing tendency gloss meaning population averages consider population number males number females contrived population females promiscuous males number girl gets number guy number girls get number guys number guys get number girl number guy gets number girls sounds like six one versus half dozen ok consider population number number number number number men pair number number women number man let call wilt also sex number number women number number women one partner number number men one partner perfectly obvious common meaning term among contrived population women promiscuous men even though single promiscuous person wilt man promiscuity exactly perfectly identical males females except degenerate custom definition promiscuity unless promiscuity defined uselessly nothin useless averages averages useful sure much called actual name rather conflated another concept gordon,0.0
on sun NUMBER sep NUMBER gordon mohr wrote ok then consider a population of NUMBER NUMBER NUMBER NUMBER NUMBER men each pair off with NUMBER NUMBER women then NUMBER man let s call him wilt also has sex with the other NUMBER NUMBER women it is not uncommon to find gay males who had sex with several thousands partners there would be more in fact lots more probably but a lot of them have died don t have to be a callboy if considering that you can have intercourse with several partners in a single day in a bathouse it doesn t look particularly difficult to do clearly this is not something what hets do prostitution not taken into account ,sun number sep number gordon mohr wrote ok consider population number number number number number men pair number number women number man let call wilt also sex number number women uncommon find gay males sex several thousands partners would fact lots probably lot died callboy considering intercourse several partners single day bathouse look particularly difficult clearly something hets prostitution taken account,0.0
 j james rogers jamesr best com writes j an example being able to model rf propagation in three j dimensions for a metro area when deploying wireless networks j by having every single tree and building detail and similar j you can see even tiny dead spots due to physical blockage and j signal attenuation hmmm just as i thought in other words it has no practical uses whatsoever do the biz guys in your office really think wisps are really going to shell out their money to find a house or two they can t reach experience suggests a they won t care and b they will even sign up that errant house and then give them a run around blaming the dead spot on unsupported vendor equipment thus yes it is cool expensive toy with no apparent function gary lawrence murphy garym teledyn com teledynamics communications inc business advantage through community software URL computers are useless they can only give you answers pablo picasso ,j james rogers jamesr best com writes j example able model rf propagation three j dimensions metro area deploying wireless networks j every single tree building detail similar j see even tiny dead spots due physical blockage j signal attenuation hmmm thought words practical uses whatsoever biz guys office really think wisps really going shell money find house two reach experience suggests care b even sign errant house give run around blaming dead spot unsupported vendor equipment thus yes cool expensive toy apparent function gary lawrence murphy garym teledyn com teledynamics communications inc business advantage community software url computers useless give answers pablo picasso,0.0
on NUMBER NUMBER NUMBER NUMBER NUMBER am gary lawrence murphy garym canada com wrote j if you want a region of the globe mapped out to a very j high resolution e g NUMBER meter they can scan the area with j aircraft lidar and add it to the database thereby making that j region zoomable to the resolution of the database for that j area can you give us an example of an application where NUMBER m resolution would be worth the considerable expense planning battle tactics for this reason the intelligence press reports spy satellites have had NUMBER meter resolution for many years finding an individual vehicle in a city might occasionally be possible with NUMBER m images and might occasionally also be worth the money for small areas you have legitimate access to it s probably cheaper to go there with a digital camera and a gps and take some snapshots from ground level aerial photos might be cheaper for large areas areas where you re not allowed or perhaps physically able to go and cases where you don t have time to send a ground guy around the whole area kragen pobox com kragen sitaker URL edsger wybe dijkstra died in august of NUMBER the world has lost a great man see URL and URL for details ,number number number number number gary lawrence murphy garym canada com wrote j want region globe mapped j high resolution e g number meter scan area j aircraft lidar add database thereby making j region zoomable resolution database j area give us example application number resolution would worth considerable expense planning battle tactics reason intelligence press reports spy satellites number meter resolution many years finding individual vehicle city might occasionally possible number images might occasionally also worth money small areas legitimate access probably cheaper go digital camera gps take snapshots ground level aerial photos might cheaper large areas areas allowed perhaps physically able go cases time send ground guy around whole area kragen pobox com kragen sitaker url edsger wybe dijkstra died august number world lost great man see url url details,0.0
